,location,size,total_sqft,price
8164,Raja Rajeshwari Nagar,3,1531.0,51.77
8166,Anekal,2,620.0,23.5
8167,8th Phase JP Nagar,3,1605.0,65.0
8168,Thanisandra,3,1917.0,110.0
8171,Sarjapur  Road,3,1400.0,55.0
8172,Thubarahalli,3,2625.0,175.0
8174,Hennur Road,3,2041.0,128.0
8175,Sarjapur  Road,3,2070.0,160.0
8176,Hebbal,3,1110.0,59.0
8177,other,3,1650.0,110.0
8179,Varthur Road,3,1033.0,30.47
8180,HSR Layout,2,1142.0,65.0
8181,other,3,1500.0,75.0
8182,Electronic City Phase II,3,1502.0,50.0
8183,other,3,1176.0,45.0
8184,Hosa Road,2,1063.0,32.8
8185,Kammanahalli,2,1100.0,60.0
8186,other,2,1044.0,85.0
8188,6th Phase JP Nagar,2,1216.0,60.0
8189,other,3,1425.0,55.0
8191,Hosur Road,2,1345.0,108.0
8192,Marathahalli,2,1248.0,130.0
8194,other,2,900.0,130.0
8196,Uttarahalli,2,1025.0,35.88
8197,other,2,840.0,99.0
8198,Lakshminarayana Pura,3,3050.0,90.0
8199,Kadubeesanahalli,3,1424.0,75.0
8202,other,2,1285.0,45.0
8203,Babusapalaya,2,1450.0,55.99
8204,Raja Rajeshwari Nagar,2,1160.0,70.0
8206,other,3,2000.0,95.0
8207,Uttarahalli,2,1125.0,47.65
8208,Old Madras Road,4,3900.0,175.0
8209,Raja Rajeshwari Nagar,2,1133.0,38.37
8210,Arekere,2,1240.0,60.0
8211,Devanahalli,3,1466.0,77.59
8216,Akshaya Nagar,2,1300.0,54.0
8217,Thanisandra,3,1996.0,123.0
8218,other,3,1320.0,55.0
8220,other,3,1835.0,175.0
8221,Sarjapur  Road,3,1435.0,90.0
8223,Rayasandra,3,1601.0,70.0
8224,Kadubeesanahalli,2,1257.0,93.0
8226,Kasavanhalli,2,1309.0,95.0
8227,Yeshwanthpur,2,1362.0,100.0
8228,Whitefield,2,1115.0,55.0
8230,other,2,1322.0,61.99
8231,other,3,1450.0,65.0
8232,Banashankari,2,1185.0,67.0
8233,7th Phase JP Nagar,3,1790.0,120.0
8236,Budigere,1,693.0,27.375
8238,Devanahalli,1,775.0,39.0
8239,Hoodi,2,1000.0,48.0
8240,Thanisandra,2,1183.0,77.25
8242,other,1,425.0,15.0
8243,other,2,820.0,30.0
8246,Ramagondanahalli,2,1151.0,43.6
8247,Hulimavu,3,1320.0,59.0
8248,other,3,1450.0,68.0
8250,Hegde Nagar,3,1847.0,123.0
8251,Devanahalli,1,1020.0,49.87
8252,Somasundara Palya,3,1650.0,95.0
8254,Electronic City,3,2400.0,78.0
8257,Mysore Road,3,1360.0,47.6
8258,Brookefield,2,1089.0,49.0
8259,Yelahanka,2,1115.0,60.0
8260,Kudlu Gate,2,1215.0,45.0
8261,Sarjapur  Road,2,1194.0,51.0
8262,Kannamangala,3,1536.0,104.0
8264,Electronic City,3,1571.0,83.0
8265,other,2,900.0,70.0
8266,other,2,1517.0,125.0
8267,Budigere,1,664.0,35.4
8268,Devarachikkanahalli,2,1230.0,58.0
8269,Hegde Nagar,2,1340.0,72.0
8270,Attibele,2,1175.0,29.38
8272,Sarjapur,2,1240.0,43.1
8274,Electronic City,3,1470.0,44.1
8277,other,2,1000.0,35.0
8278,Gunjur,2,1071.0,51.0
8279,Sector 2 HSR Layout,3,1512.0,80.0
8282,Kalyan nagar,2,1190.0,60.0
8284,Kanakpura Road,2,1283.0,63.22
8285,Mallasandra,2,1325.0,73.0
8286,Whitefield,2,1105.0,35.36
8287,Banaswadi,3,1600.0,74.5
8288,other,4,400.0,35.0
8290,Hennur,2,1100.0,44.55
8291,Talaghattapura,3,2099.0,147.0
8292,Yelachenahalli,3,1365.0,72.0
8293,Hebbal Kempapura,2,1485.0,132.0
8294,Hosur Road,2,1250.0,55.0
8296,Bellandur,2,1170.0,46.79
8297,Kanakpura Road,2,1328.0,91.06
8299,1st Phase JP Nagar,2,1180.0,88.5
8300,Electronic City,3,1350.0,66.0
8302,Nagasandra,4,2400.0,145.0
8303,Electronic City Phase II,2,1020.0,32.0
8304,Begur Road,3,1410.0,49.34
8305,other,3,2159.0,120.0
8307,TC Palaya,3,1200.0,66.0
8309,Whitefield,2,1074.0,42.79
8310,other,3,1200.0,72.0
8311,Sarjapur,3,1170.0,35.41
8312,Tumkur Road,1,728.5,31.315
8313,Bommanahalli,3,1660.0,100.0
8316,other,1,510.0,34.0
8317,Mahadevpura,3,1601.0,95.0
8318,Begur Road,2,952.0,42.0
8319,other,2,1166.0,65.0
8321,Electronic City Phase II,4,1900.0,97.0
8322,other,3,1350.0,175.0
8325,Yelenahalli,2,1175.0,50.0
8326,Bharathi Nagar,2,1432.0,68.0
8327,Bommasandra Industrial Area,2,1005.0,39.77
8328,Rajiv Nagar,2,1309.0,80.0
8330,7th Phase JP Nagar,2,1050.0,77.0
8333,Begur Road,3,1565.0,56.34
8334,other,2,940.0,56.0
8335,other,2,1015.0,40.1
8337,Electronic City,3,1652.0,110.0
8338,Whitefield,2,1100.0,52.0
8339,Rajiv Nagar,4,2340.0,145.0
8340,Koramangala,2,1084.0,179.0
8341,Kammanahalli,2,1200.0,81.0
8342,other,3,1400.0,69.0
8344,Electronic City Phase II,2,1020.0,27.43
8345,Whitefield,2,1267.0,90.33
8346,Bhoganhalli,4,2439.0,185.0
8347,other,3,1645.0,95.0
8349,Electronic City,3,1320.0,38.12
8350,Ananth Nagar,2,1000.0,29.7
8353,Kengeri Satellite Town,2,2480.0,160.0
8354,Kalyan nagar,2,1086.0,44.5
8355,Kengeri,1,416.0,18.0
8356,Hennur Road,2,1066.0,52.23
8357,OMBR Layout,3,1730.0,93.0
8358,Balagere,2,1205.0,63.86
8360,Subramanyapura,2,960.0,55.0
8361,Haralur Road,3,1510.0,83.05
8362,other,4,1600.0,90.0
8363,Old Madras Road,3,2300.0,142.0
8364,other,2,1000.0,63.0
8366,Hormavu,3,1553.0,58.23
8368,Seegehalli,2,1134.0,45.0
8369,Nagasandra,4,600.0,80.0
8371,Whitefield,4,2400.0,143.0
8372,other,2,1350.0,65.0
8373,Sarjapur,2,1032.0,42.0
8374,other,3,1998.0,117.0
8375,Murugeshpalya,2,1225.0,48.0
8376,Sarjapur  Road,2,1262.0,67.0
8378,other,2,1300.0,60.0
8379,Kothannur,2,1070.0,38.6
8380,other,2,950.0,33.0
8381,Balagere,2,1012.0,53.58
8382,TC Palaya,2,1000.0,70.0
8383,Kadugodi,2,1394.0,56.0
8384,Amruthahalli,3,1450.0,85.0
8385,Banaswadi,1,527.0,35.0
8386,Sarjapur  Road,3,1693.0,125.0
8388,Horamavu Agara,2,1000.0,46.0
8389,Kogilu,2,952.0,49.0
8391,Kengeri,1,1200.0,14.0
8392,Mysore Road,3,1410.0,64.0
8393,Hebbal Kempapura,2,1400.0,108.0
8395,Sarjapur  Road,3,1826.0,125.0
8397,Bisuvanahalli,3,1075.0,31.0
8399,Hennur,2,960.0,48.0
8400,Channasandra,2,808.0,40.0
8401,Kodichikkanahalli,2,907.0,38.5
8402,Uttarahalli,2,1300.0,55.0
8403,other,3,1804.0,150.0
8404,other,3,1350.0,81.0
8405,Whitefield,3,1836.0,125.0
8406,other,2,826.0,36.0
8410,6th Phase JP Nagar,2,1460.0,80.0
8411,Hoskote,4,1200.0,140.0
8412,BTM 2nd Stage,2,965.0,56.0
8413,Kothannur,4,2000.0,95.0
8414,Bhoganhalli,3,1395.0,70.0
8415,Sarjapur  Road,3,1660.0,116.0
8416,other,2,935.0,35.0
8417,other,2,1180.0,39.0
8418,Electronic City,2,1090.0,31.48
8419,Kanakpura Road,2,1204.0,82.0
8420,Thigalarapalya,3,2072.0,153.0
8421,Haralur Road,2,1056.0,65.0
8422,Hebbal,2,985.0,62.0
8423,Banashankari Stage V,3,1315.0,49.0
8424,KR Puram,2,734.0,22.0
8426,Yelahanka,3,2317.0,140.0
8427,Singasandra,1,600.0,45.0
8428,other,4,2200.0,115.0
8430,Attibele,1,400.0,11.5
8431,Yeshwanthpur,1,666.0,36.8
8433,7th Phase JP Nagar,2,1174.0,47.0
8434,Budigere,2,1153.0,56.7
8435,Jalahalli,4,1000.0,90.0
8438,Banashankari Stage III,2,910.0,160.0
8439,Sarjapur  Road,2,1060.0,50.0
8440,Banashankari,2,1000.0,50.0
8441,Kanakpura Road,3,1843.0,88.0
8442,Kanakpura Road,3,1150.0,40.25
8446,Kaval Byrasandra,2,1125.0,41.5
8447,Battarahalli,3,1516.0,65.0
8448,Brookefield,2,1130.0,56.0
8450,Hosa Road,3,1512.0,103.0
8451,Thanisandra,3,1491.0,88.0
8452,Cox Town,2,1250.0,95.0
8453,Banashankari,3,1650.0,90.75
8454,Raja Rajeshwari Nagar,2,1140.0,48.7
8455,other,4,1200.0,110.0
8456,Thanisandra,3,1881.0,95.0
8457,Kanakpura Road,3,1100.0,56.57
8459,other,2,1500.0,50.0
8460,other,2,1217.0,164.0
8461,Whitefield,2,1197.0,50.0
8463,Gollarapalya Hosahalli,3,1345.0,60.0
8464,KR Puram,4,1200.0,100.0
8466,Banashankari Stage II,3,1260.0,95.0
8468,9th Phase JP Nagar,2,1200.0,80.0
8469,other,3,1650.0,52.0
8470,other,1,600.0,45.0
8473,Hennur Road,2,973.0,56.0
8476,Balagere,2,1007.0,75.0
8477,Hosa Road,1,800.0,39.99
8478,Sarjapur  Road,3,1830.0,119.0
8479,Nagavara,2,1077.0,50.0
8480,other,1,672.0,27.0
8481,other,3,1280.0,87.0
8482,Electronics City Phase 1,2,865.0,40.0
8483,Kalena Agrahara,2,1000.0,33.0
8484,CV Raman Nagar,2,1285.0,65.0
8485,Thanisandra,1,662.0,29.0
8488,other,3,1850.0,95.0
8489,Harlur,3,1754.0,132.0
8492,other,3,1567.0,100.0
8493,Hoskote,3,1695.0,50.0
8494,other,2,360.0,40.0
8495,Bellandur,2,1150.0,69.44
8498,Karuna Nagar,2,1057.0,65.0
8499,Hebbal,2,1320.0,91.0
8501,other,2,1125.0,48.0
8502,Kanakpura Road,3,2254.0,170.0
8503,Balagere,1,645.0,34.18
8504,Rachenahalli,2,1050.0,52.08
8505,Panathur,2,1040.0,41.6
8507,1st Block Jayanagar,3,1760.0,115.0
8508,Bellandur,3,1138.0,128.0
8512,other,3,1365.0,54.0
8513,other,1,560.0,19.0
8515,Bellandur,4,1540.0,45.0
8516,Electronic City,3,1050.0,39.0
8517,other,4,360.0,37.0
8519,Yelahanka,3,1653.0,93.0
8521,other,3,1471.0,75.0
8523,Kudlu Gate,2,812.0,38.25
8524,8th Phase JP Nagar,3,1504.0,83.0
8525,Mahadevpura,3,1450.0,75.0
8526,Kannamangala,2,957.0,54.5
8527,Attibele,1,460.0,13.0
8528,other,2,900.0,128.0
8530,Budigere,3,1820.0,85.0
8531,Varthur Road,2,1033.0,32.0
8532,Kumaraswami Layout,2,800.0,90.0
8533,other,1,520.0,29.0
8534,OMBR Layout,2,1165.0,88.5
8535,Gottigere,2,1280.0,61.0
8537,other,1,600.0,58.0
8538,Kanakpura Road,3,1550.0,65.1
8540,Jigani,3,1221.0,75.0
8541,other,1,1000.0,19.0
8542,other,2,1300.0,60.0
8543,Hoskote,2,1065.0,31.5
8544,Yelahanka New Town,3,1209.0,65.0
8545,other,1,375.0,40.0
8547,Sarjapur  Road,3,1929.0,101.0
8548,Hennur Road,2,1255.0,84.0
8549,Jalahalli,2,1035.0,31.05
8552,Whitefield,3,1275.0,65.0
8553,Electronic City,2,1128.0,65.58
8557,Whitefield,2,1155.0,39.0
8558,Kengeri,3,1245.0,43.57
8559,Akshaya Nagar,2,1000.0,38.0
8560,7th Phase JP Nagar,2,1040.0,75.0
8562,other,3,1477.0,75.0
8563,other,4,1050.0,85.0
8564,Sarjapur  Road,3,1525.0,65.0
8566,other,2,1220.0,65.0
8568,Electronic City,2,1355.0,97.6
8569,Whitefield,2,1141.0,62.0
8570,Vijayanagar,2,1046.0,49.06
8571,Bannerghatta Road,1,630.0,35.0
8572,other,2,1247.0,62.35
8574,other,2,850.0,32.5
8575,KR Puram,2,1120.0,36.0
8577,Jakkur,3,1798.0,110.0
8578,Bisuvanahalli,3,1180.0,45.0
8579,Kereguddadahalli,2,1000.0,34.0
8580,Whitefield,2,1216.0,82.0
8581,Margondanahalli,2,900.0,65.0
8582,TC Palaya,2,1100.0,65.0
8585,Whitefield,2,1495.0,88.0
8586,Kanakpura Road,3,1700.0,120.0
8587,Whitefield,3,1564.0,103.0
8588,other,2,1256.0,65.0
8589,Kundalahalli,2,1047.0,89.0
8590,Bhoganhalli,3,1458.0,78.45
8591,Hoodi,2,1063.0,61.17
8593,Garudachar Palya,2,1150.0,52.5
8594,Chandapura,1,450.0,9.0
8595,Ramamurthy Nagar,2,1360.0,45.0
8596,Marathahalli,3,1605.0,76.0
8599,LB Shastri Nagar,2,1250.0,48.5
8601,R.T. Nagar,2,1100.0,125.0
8602,Dommasandra,2,850.0,25.4
8603,Electronic City Phase II,2,1025.0,26.65
8604,Uttarahalli,2,980.0,45.0
8605,other,3,1428.0,70.0
8606,other,2,1130.0,74.0
8608,JP Nagar,3,2050.0,82.0
8609,other,2,1407.0,83.87
8611,Whitefield,3,1585.0,84.0
8612,Jakkur,3,1785.0,130.0
8613,other,2,900.0,45.0
8614,other,4,1350.0,160.0
8615,Kanakpura Road,3,1843.0,96.2
8617,other,2,1200.0,67.0
8618,Akshaya Nagar,2,1113.0,52.0
8621,Anekal,3,1150.0,45.0
8622,Yeshwanthpur,2,770.0,70.0
8623,Kodichikkanahalli,2,1181.0,57.0
8624,Kanakpura Road,3,1550.0,64.7
8625,1st Phase JP Nagar,2,1200.0,86.0
8627,Kenchenahalli,3,480.0,65.0
8628,Lingadheeranahalli,3,1506.0,95.0
8629,other,3,1872.0,152.0
8631,Abbigere,3,1326.0,35.0
8632,Talaghattapura,2,1040.0,33.28
8634,Hennur,2,1020.0,48.0
8635,other,3,1400.0,90.0
8637,other,1,812.0,26.0
8639,other,2,829.0,22.8
8642,Kanakpura Road,3,1500.0,72.99
8643,Ananth Nagar,2,850.0,25.99
8644,Kaval Byrasandra,2,1180.0,60.0
8647,Channasandra,2,1010.0,36.0
8648,Marathahalli,2,1350.0,60.0
8649,Talaghattapura,2,1100.0,50.0
8650,Kanakpura Road,3,1450.0,62.93
8651,Raja Rajeshwari Nagar,2,1133.0,40.0
8652,Thanisandra,3,1564.0,100.0
8653,Doddaballapur,2,640.0,10.5
8654,Thigalarapalya,3,2072.0,157.0
8655,Rajaji Nagar,2,432.0,65.0
8656,Kanakapura,3,1460.0,51.1
8657,other,1,600.0,35.0
8659,other,2,700.0,35.0
8661,Yelahanka,1,654.0,38.0
8662,other,2,1105.0,50.0
8663,Hebbal Kempapura,3,1800.0,150.0
8664,Yelachenahalli,2,1200.0,160.0
8666,other,2,1000.0,51.0
8668,other,3,1240.0,63.0
8669,Bellandur,2,1200.0,45.0
8670,Yelahanka New Town,3,1400.0,80.0
8671,other,3,1393.0,54.0
8672,Whitefield,2,1140.0,50.0
8674,other,3,1640.0,70.0
8675,other,2,1200.0,62.0
8676,Rajaji Nagar,2,720.0,65.0
8677,Yelenahalli,3,1650.0,68.0
8678,Nagavara,4,2496.0,125.0
8679,9th Phase JP Nagar,2,905.0,32.0
8680,HAL 2nd Stage,3,1600.0,125.0
8681,Chikkalasandra,2,1070.0,45.48
8683,Koramangala,2,1200.0,100.0
8685,8th Phase JP Nagar,4,2600.0,115.0
8686,Old Airport Road,2,1145.0,75.0
8687,other,3,1495.0,55.0
8689,other,3,1400.0,53.0
8690,Whitefield,3,1558.0,90.0
8691,Balagere,2,1007.0,53.0
8692,Ananth Nagar,2,902.0,25.26
8693,other,2,1054.0,53.0
8695,Gollarapalya Hosahalli,2,996.0,49.0
8696,other,2,1275.0,47.0
8697,NRI Layout,2,1250.0,75.0
8698,Hennur,4,2502.0,170.0
8699,other,2,1394.0,52.0
8702,other,2,1075.0,57.0
8704,Indira Nagar,3,1500.0,120.0
8705,Rayasandra,4,1708.0,76.0
8707,other,3,1800.0,115.0
8708,Harlur,2,1532.0,65.0
8710,other,2,1220.0,54.89
8712,Electronics City Phase 1,3,1530.0,40.0
8713,Hosa Road,2,840.0,28.0
8714,Bommanahalli,3,1250.0,39.0
8715,CV Raman Nagar,2,1030.0,35.0
8716,other,3,1499.0,89.0
8717,other,3,1280.0,55.0
8718,Munnekollal,2,1170.0,59.0
8719,Chikka Tirupathi,3,2646.0,99.0
8721,Yelahanka,2,1633.0,72.0
8722,other,2,1050.0,65.0
8724,Varthur Road,1,552.5,13.26
8725,Attibele,1,418.0,11.5
8726,other,2,905.0,50.0
8727,Raja Rajeshwari Nagar,3,1510.0,55.0
8728,Chikkalasandra,3,1390.0,60.47
8729,Kasturi Nagar,2,1101.0,66.0
8730,other,4,2736.0,130.0
8731,EPIP Zone,3,2350.0,163.0
8732,other,2,1056.0,55.0
8733,Kanakpura Road,3,1425.0,49.88
8734,Electronics City Phase 1,3,1450.0,70.0
8735,Pai Layout,2,1000.0,34.0
8736,Haralur Road,1,575.0,38.0
8738,Kanakpura Road,3,2000.0,180.0
8739,other,3,1770.0,90.0
8741,Anandapura,2,616.0,45.0
8742,JP Nagar,1,745.0,34.27
8745,Kudlu Gate,2,1547.0,103.0
8746,Panathur,3,1713.0,120.0
8749,Yeshwanthpur,3,1856.0,180.0
8750,other,2,1152.0,57.0
8751,Dodda Nekkundi,2,1100.0,46.75
8752,other,3,2357.0,135.0
8753,Akshaya Nagar,3,1820.0,95.0
8754,Kannamangala,3,1865.0,139.0
8755,Kanakpura Road,2,1240.0,65.0
8756,Padmanabhanagar,3,1360.0,75.0
8758,Electronics City Phase 1,3,1450.0,63.51
8759,Budigere,2,1139.0,72.0
8760,Begur Road,3,1565.0,56.0
8761,Anjanapura,3,1200.0,165.0
8762,other,4,600.0,77.0
8763,other,2,1200.0,39.0
8764,Yeshwanthpur,3,1855.0,140.0
8765,Margondanahalli,2,1100.0,55.0
8766,other,3,1350.0,65.0
8768,Hosur Road,1,660.0,23.0
8769,Kodihalli,2,1490.0,150.0
8770,Kambipura,3,1083.0,48.0
8771,Hennur Road,2,1232.0,83.0
8772,Raja Rajeshwari Nagar,3,1550.0,86.8
8773,Whitefield,2,1227.0,70.0
8774,Sarjapur  Road,2,1059.0,68.0
8775,Electronic City Phase II,2,545.0,29.0
8776,Mahadevpura,2,1152.0,54.0
8777,Kenchenahalli,2,870.0,45.0
8778,Panathur,2,1210.0,78.0
8779,Thanisandra,1,663.0,46.1
8780,other,3,1464.0,135.0
8781,Kadubeesanahalli,3,1365.0,80.0
8782,Whitefield,3,1704.0,120.0
8784,Whitefield,2,1256.0,73.0
8785,Kengeri,2,883.0,49.0
8786,Bisuvanahalli,3,1080.0,45.0
8787,other,2,497.0,25.0
8788,9th Phase JP Nagar,2,1073.0,52.36
8790,other,2,1300.0,32.0
8791,Thanisandra,1,662.0,45.0
8792,other,2,1200.0,75.0
8793,5th Phase JP Nagar,3,1550.0,75.0
8794,other,3,1707.0,171.0
8795,Banashankari,2,1310.0,80.43
8796,Sarjapur  Road,3,1577.0,65.0
8797,Kodigehaali,3,1324.0,65.0
8798,Kothanur,3,1786.0,106.0
8800,other,1,565.0,33.0
8802,Electronic City,1,635.0,28.0
8804,8th Phase JP Nagar,3,1368.0,54.71
8805,Kanakpura Road,3,1450.0,55.0
8806,Devanahalli,2,1045.0,48.0
8807,Electronic City,2,1128.0,65.4
8808,Bhoganhalli,2,1125.0,54.0
8809,Whitefield,2,1195.0,62.38
8810,other,1,630.0,70.0
8811,Kaggadasapura,3,1350.0,105.0
8812,Domlur,3,1740.0,120.0
8813,Bommasandra,2,877.0,29.0
8814,Whitefield,3,1770.0,68.0
8815,Yelahanka New Town,1,450.0,15.0
8816,other,2,1000.0,55.0
8817,Whitefield,2,1300.0,78.0
8818,Doddathoguru,3,1300.0,42.0
8820,other,2,1045.0,42.0
8821,other,2,1250.0,62.4
8822,other,3,2400.0,130.0
8824,Kanakpura Road,3,1420.0,68.0
8825,other,3,1720.0,83.0
8827,Anandapura,3,1200.0,66.0
8828,Whitefield,3,1570.0,88.0
8829,Sarjapur  Road,3,1157.0,74.0
8830,Sarjapur,2,535.0,20.0
8831,Kanakapura,2,1120.0,39.2
8832,Kenchenahalli,2,1150.0,60.0
8837,other,2,1100.0,70.0
8838,Kodichikkanahalli,2,900.0,42.0
8839,Talaghattapura,3,1372.0,43.9
8841,Bisuvanahalli,3,1180.0,55.5
8842,Electronic City,2,1096.0,39.0
8843,Yeshwanthpur,3,2504.0,138.0
8845,other,1,420.0,23.5
8846,Hennur Road,3,1832.0,116.0
8848,other,2,940.0,40.0
8850,Electronic City Phase II,2,1020.0,29.45
8852,Raja Rajeshwari Nagar,2,1400.0,45.0
8853,other,3,1675.0,65.0
8854,Tumkur Road,2,708.0,32.0
8855,Channasandra,2,1123.0,36.0
8856,Talaghattapura,2,1100.0,49.49
8857,other,2,1225.0,71.05
8858,Lingadheeranahalli,3,1683.0,140.0
8859,Kengeri Satellite Town,1,410.0,15.0
8861,other,4,1350.0,90.0
8862,Gubbalala,2,1475.0,80.0
8863,Kengeri Satellite Town,2,1120.0,49.0
8864,KR Puram,2,1150.0,42.0
8865,Yeshwanthpur,2,1165.0,85.0
8866,Harlur,3,1756.0,134.0
8867,Ambedkar Nagar,2,1409.0,95.0
8868,Mahadevpura,2,1212.0,56.9
8869,Doddathoguru,2,1140.0,26.49
8870,Hegde Nagar,3,2087.01,115.0
8871,Jalahalli East,1,775.0,34.1
8872,Sarjapur  Road,3,1700.0,118.0
8873,other,3,1732.5,91.855
8874,Raja Rajeshwari Nagar,2,1110.0,52.0
8880,Bhoganhalli,2,1205.0,64.47
8887,other,2,850.0,34.0
8888,Raja Rajeshwari Nagar,3,1580.0,83.74
8889,Whitefield,2,1216.0,84.03
8892,Hebbal,2,1040.0,55.0
8894,other,3,1260.0,49.0
8895,Kanakpura Road,3,1498.0,74.9
8896,Vidyaranyapura,3,1200.0,65.0
8897,Electronic City,2,1355.0,72.9
8898,other,3,1450.0,65.0
8899,Yeshwanthpur,3,1860.0,168.0
8900,Whitefield,2,1240.0,70.0
8901,Kanakpura Road,3,1300.0,55.0
8903,Ambedkar Nagar,3,1950.0,120.0
8904,Ambalipura,3,1625.0,145.0
8905,Electronic City,2,1200.0,30.0
8906,OMBR Layout,2,1101.0,66.0
8907,Whitefield,2,1216.0,72.5
8909,other,3,2100.0,70.0
8910,Ananth Nagar,3,1470.0,54.0
8911,Bannerghatta Road,3,1365.0,76.18
8912,Hosa Road,2,1364.0,64.79
8913,Banashankari Stage VI,2,1180.0,59.47
8914,7th Phase JP Nagar,3,1800.0,130.0
8915,Kothannur,2,1350.0,42.0
8916,Thanisandra,3,1573.0,98.0
8917,other,3,1620.0,95.0
8918,Doddakallasandra,2,1072.0,42.87
8919,other,1,560.0,21.0
8920,other,2,1156.0,46.0
8921,Kudlu Gate,2,1336.0,86.0
8922,Electronic City,2,1200.0,20.0
8924,Raja Rajeshwari Nagar,3,1608.0,54.51
8926,Whitefield,2,1215.0,40.0
8927,Cox Town,2,1100.0,166.0
8928,Green Glen Layout,3,1517.0,100.0
8929,Mallasandra,2,1565.0,69.0
8931,Whitefield,3,2025.0,115.0
8932,Jalahalli,2,1057.0,34.71
8934,Sarjapur,2,1044.0,34.0
8935,Domlur,3,1695.0,125.0
8936,Ramagondanahalli,3,1635.0,61.0
8937,other,2,1140.0,56.0
8938,Electronic City,2,1150.0,35.0
8939,Yelachenahalli,2,1110.0,110.0
8940,Yeshwanthpur,2,1163.0,64.08
8941,Thubarahalli,3,1418.0,65.0
8942,Varthur,2,1155.0,60.0
8943,Bannerghatta Road,2,1115.0,78.0
8944,other,3,2250.0,180.0
8946,other,3,1485.0,78.0
8948,other,1,1350.0,45.0
8949,other,2,1209.0,100.0
8951,Yelahanka,2,1445.0,82.0
8953,other,3,1500.0,95.0
8954,Devarachikkanahalli,3,1705.0,75.0
8955,Indira Nagar,3,2200.0,160.0
8959,Bellandur,3,1830.0,90.0
8960,Electronics City Phase 1,3,1450.0,58.0
8962,Hoodi,2,1259.0,69.45
8963,Subramanyapura,3,1260.0,73.0
8965,Kudlu Gate,3,1919.0,121.0
8967,Hennur Road,3,2050.0,120.0
8968,Basavangudi,2,1050.0,103.0
8969,other,2,1000.0,60.0
8970,Raja Rajeshwari Nagar,3,1640.0,86.8
8971,other,3,1488.0,65.0
8972,Chikkalasandra,3,1265.0,53.12
8973,Hennur,3,1640.0,120.0
8974,9th Phase JP Nagar,3,1719.3,88.0
8975,other,4,1200.0,130.0
8976,Kaggadasapura,2,1180.0,70.0
8977,HBR Layout,3,1700.0,110.0
8978,Kudlu Gate,2,1464.0,56.0
8981,Yelahanka,2,1225.0,62.0
8982,7th Phase JP Nagar,2,1050.0,68.0
8983,Sarjapur  Road,3,1691.0,120.0
8987,other,4,750.0,120.0
8988,other,2,1190.0,42.25
8990,Hormavu,2,765.0,37.49
8991,Chamrajpet,2,730.0,52.0
8992,other,3,1405.0,169.0
8993,Old Madras Road,3,1350.0,45.9
8994,Yelahanka New Town,1,500.0,18.0
8997,7th Phase JP Nagar,3,1400.0,57.0
8999,Hormavu,3,1668.0,120.0
9000,Kenchenahalli,1,700.0,35.0
9001,5th Phase JP Nagar,3,1485.0,66.0
9002,Kanakpura Road,2,700.0,41.0
9003,Whitefield,3,1346.0,100.0
9005,other,2,1050.0,43.5
9006,other,3,1800.0,53.0
9007,Electronic City,3,1609.0,115.0
9008,Electronic City,2,770.0,35.0
9009,Kudlu,2,1076.0,50.0
9010,Kengeri,2,1052.0,51.0
9011,Channasandra,2,1000.0,35.0
9012,Bommasandra Industrial Area,2,1000.0,28.88
9013,Thanisandra,3,1262.0,83.0
9014,other,3,720.0,48.0
9015,other,1,500.0,16.0
9017,other,3,1600.0,180.0
9018,Ramagondanahalli,2,1251.0,53.0
9019,Nagarbhavi,3,1050.0,175.0
9020,other,2,1140.0,49.0
9021,Old Madras Road,2,1157.0,47.32
9022,other,1,648.0,34.0
9023,Harlur,2,1197.0,78.0
9024,Raja Rajeshwari Nagar,3,1500.0,51.04
9026,Kumaraswami Layout,3,2400.0,125.0
9029,Basaveshwara Nagar,2,900.0,60.0
9030,Rachenahalli,3,2710.0,170.0
9031,other,3,1720.0,126.0
9033,Yelahanka,1,602.0,38.0
9034,Sarjapur  Road,3,1770.0,180.0
9037,Rachenahalli,2,1200.0,46.5
9038,other,2,1100.0,45.0
9040,other,3,720.0,32.0
9041,Kasavanhalli,3,1476.0,105.0
9042,Thanisandra,2,1056.0,65.0
9043,other,2,825.0,35.0
9044,EPIP Zone,3,1860.0,130.0
9045,Gunjur,2,1063.0,40.0
9046,Yelahanka,1,697.0,35.0
9049,CV Raman Nagar,3,1835.0,160.0
9050,Bannerghatta Road,3,1532.5,79.465
9051,BTM 2nd Stage,2,1147.0,75.0
9054,other,2,1080.0,64.0
9055,Doddakallasandra,2,1010.0,40.4
9057,Brookefield,2,1270.0,95.0
9058,other,2,1100.0,61.0
9059,Bellandur,2,1410.0,92.0
9060,Yelahanka,2,1065.0,41.38
9062,Hebbal,3,1315.0,65.0
9065,Kaggadasapura,2,960.0,45.0
9066,other,2,800.0,29.0
9067,other,2,1225.0,47.0
9068,Whitefield,2,1020.0,45.0
9069,Magadi Road,2,750.0,27.0
9071,other,1,535.0,35.0
9072,Varthur,2,1035.0,60.0
9074,GM Palaya,3,1315.0,64.0
9075,Basavangudi,3,1350.0,130.0
9076,Bisuvanahalli,3,1075.0,48.0
9077,Kengeri Satellite Town,3,1450.0,50.0
9078,Gottigere,1,1806.0,150.0
9079,Marathahalli,2,1350.0,99.0
9080,Binny Pete,3,1282.0,178.0
